Detalle del Correo	VALIDACION 1	CODIGO 1
EStimada Veronica Te ruego me aclares porque todavia no me reenvolsan el dinero descontado por mantencion de la cuenta corriente, ese no fue el acuerdo cuando abri la cuenta y tengo dos cuentas que no me pagan, te ruego me veas el problema en forma urgente. Atte Lucia	7	6
Estimados recibo mensajeria de cobranza por deuda innexistente, llamadas persistentes, eails, SMS y mensajeria a mi domicilio, insisto la cuenta corriente fue cerrada con saldo 0 en Junio, favor su gestión para terminar de una buena vez con este asedio sin motivo.	7	10
Buen dia, mi tarjeta de debito dice que esta bloqueada o inhabilitada. ¿que debo hacer?  Gracias!	7	13
Estimados,  Necesito generar reclamo, ya que me estan realizando un cobro injustificado de aproximadamente $38.000, de seguros que pedi eliminar ( Tengo respaldo de correo de solicitud eliminación de ejecutivos) , cobros adicionales por linea de credito excesivamente altos de acuerdo a lo adeudado. por lo cual necesito una explicación antes de tomar medidas con ente fiscalizador gubernamental.     	7	1
Estimada Paulina Te he escrito dos correos y aún no tengo una respuesta.  Ruego informar del porqué se ha cargado en mi cuenta el valor indicado en el correo.  Atte.  Ricardo Hidalgo	7	1
Estimada Tatiana:  Junto con saludar, quisiera hacer una consulta respecto a los ultimo movimientos que se han presentado en mi cta corriente, el cual contempla un cobro por pago de tarjeta de crédito, el cual fue pagado el 16 de marzo del 2018, ademas de cobro por linea de sobregiro, ocasionado por este cobro, favor de verificar, dado que no se debieron haber hecho por que la totalidad de la cuenta ya fue cancelada. Quedo atenta a tus comentarios. Gracias.  Saludos. Alicia Ferreira.     	7	1
Hola, este mes tengo un cobro que no corresponde: 25-04-2018 PLAN PLUS PREFERENCIAL (UF 0.2400) 00000000000 $ 5.445  Pido por favor aclarar o reversar. saludos	7	1
Estmada Natalia,   Tengo problemas con mis PAC, por favor ver que es lo que ocurre no se estan ejecutando y cuando entro al menú y hago clic en la opción pagas cuentas inscritas me aparece un mensaje de error y contactar con administrador,   Saludos y gracias	7	14
Hola, favor indicarme de que forma puedo consultar mis pagos por concepto de proveedor.- Gracias de antemano.	7	1
Estimada, Al revisar el monto utilizado de la línea de crédito está no concuerda con los movimientos especificados en la cartola. Existen aprox $17.000 de diferencia que no entiendo a que corresponden.  Saludos,	7	1
Estimada Tatiana  Necesito saber por qué me aparece un cobro de $ 1.768 por concepto de PAC, si no tengo contratado cuentas PAC? Gracias desde ya por la aclaración Atentamente   Carla 	7	1
Hola Patricio,  Hoy me apareció un aviso de que no había pagado la tarjeta de crédito. Sin embargo, esta se pagó automáticamente el día 4/9 contra mi cuenta corriente.  04-09-2018 PAGO TARJETA CREDITO PAY 00055325346 $ 2.330.689  En todo caso, aprovecho de hacerte ver que este pago automático me llamó la atención, porque no lo tengo programado. 	7	14
Hola,  Junto con saludar, les escribo porque tengo un problema con un retiro de dinero en un cajero.  Ayer en la noche saqué $60.000 de un cajero ubicado en el supermercado Lider, del Shopping de la Dehesa.  Hoy revisé mi cuenta y me aparece el descuento duplicado, incluso asociado al mismo numero de documento, nº1397  Les pido revisar y regularizar. Gracias 	7	1
QUIERO PAGAR LA TARJETA DE CRÉDITO POR EL MONTO TOTAL   DE LA CUOTA ES DECIR $40.367, PERO EL SISTEMA NO ME DEJA. AL MISMO TIEMPO ME APARECE UN MENSAJE QUE DICE QUE YO HABRÍA PACTADO EL PAGO AUTOMÁTICO DE LA TARJETA Y QUE SI INTENTO PAGAR MANUALMENTE SE DUPLICARA EL PAGO. AL RESPECTO QUIERO MANIFESTAR QUE YO NO HE PACTADO TAL CONDICIÓN, POR LO QUE TE PIDO LO PUEDAS SOLUCIONAR PARA EFECTOS HACER YO LOS PAGOS. QUEDO ATENTA A TU RESPUESTA. MUCHAS GRACIAS. 	7	14
Hola,  Desde el mes pasado aparecen cobros a nombre de BCI Servicios Integrales... la verdad, desconozco de que se tratan. El mes pasado 44.000 pesos y este mes 18.000 pesos. Agradezco me puedas confirmar quien solicita este pago y el motivo. Gracias,  Francisca Ferrel	7	1
Buenas tardes Revisando mi cartola me doy cuenta de un cobro por sobregiro mas impuesto. ¿que sobregiro? Aún tengo línea de crédito. Por favor,¿ me explica lo sucedido y me devuelven el cobro por favor? Gracias Espero respuesta a la brevedad  Atentamente  Ximena Fernández 	7	1
25-09-2018 PLAN INTEGRAL PREFERENCIAL (UF 0.3600) 00000000000 $ 8.273   hola Katherine , al abrir la cuenta me dijeron que no tendría mantención, por qué me están cobrando??  gracias.	7	2
HOLA COMO ESTA.  LLAME AL SERVICIO CLIENTE PARA VER UN PROBLEMA QUE TENGO CON LA TARJETA DE DEBITO Y ME PIDIERON LA CLAVE, LA QUE NO TENGO.  ASI QUE NO ME FUNCIONA LA TARJETA DE DEBITO Y NO PUEDO PEDIR SU CAMBIO.  QUE HAGO?  ESPERO SUS COMENTARIOS.	7	13
Estimada, el Viernes me bloquearon la tarjeta de débito desde el propio banco y me dijeron que se comunicarían conmigo ayer para entregarme una nueva. Hasta el momento no se han comunicado ni me han enviado correo. Saludos y espero su respuesta.   	7	12
estimada laura, como estas?? me cobraron mantención en la cta corriente?  quedo atenta gracias 	7	2
Hola Paulina, te quiero preguntar por el cobro de la plan cuenta corriente mensual, se supone que yo contraté el plan costo 0. Me lo empezaron a cobrar el mes 6 de este año... Saludos Atte. MLG	7	2
Buenos días  Tenía algo más de 135000 puntos acumulados y se han reducido a 281 siendo que no he realizado canje. Favor si pueden revisar urgente  Gracias/slds	8	11
Hola: hice una compra en Amazon y me rechazaron el pago de algunos de los artículos con la tarjeta de crédito y aún tengo saldo disponible. No especifican el porqué, me sugieren ponerme en contacto con mi banco.  Gracias,  Paula Torrealba	8	3
hola Eduardo active la tarjeta de debito para todo e; extranjero y no la puedo usar, ahora intente hacerlo y me dice que no es possible. podrias verlo estoy en Australia y no tengo computador disponible, me avisas a este mail por favor tatimaluje@Ggmail.com Sandra maluje la tarjeta de credito esta activa	8	13
Karina. Supe que Lorena esta de vacaciones. Te pido me revises mi TC nacional, porque la pague 2 veces. Entonces al parecer hay un saldo a favro que quisiera traspasar a cuenta corriente. Favr revisar y me comentas por favor	8	7
Buenos días.  Les escribo porque veo que cayeron mis security pesos. Si no me equivoco, hace un mes tenía $270.000 y hoy sólo veo $105.000. Quisiera saber la razón. Muchas gracias de antemano.	8	11
Hola Ursula!! Buen dìa  Te escribo porque tengo una duda con un cobro de mi tarjeta de credito, me llego un aviso que en el mes de agosto podía pagar con mi tarjeta de credito de 3 a 6 cuotas sin interés en cualquier comercio, sin embargo al ver mi cartola tengo una compra que hice por internet en Falabella en 3 cuotas en agosto y dice que tiene un interés de 1,8%, que paso? debería ser 0% de interés, por favor corregir, hice otra compra ese día en Caffarena también en 3 cuotas y dice 0% interés	8	7
Daniela,  Hola! Estoy teniendo problemas con mi tarjeta de credito y la deredbanc.  Saludos	8	2
El 1 de marzo compre el SOAP con mi tarjeta de credito mastercard y a la fecha aun no recibo los creditos cabify ofrecidos por la compra.	8	11
Carolina por favor necesito me vea mi tarjeta de crédito ya que hace un año que cancelé la deuda completa con un pagaré del banco Santander y durante este año me llegaron las cartolas rebajando mes a mes la deuda y sin embargo ahora aparezco con una deuda de $6242120 con vencimiento 2/5.	8	7
Hola Paola, Quería pagar la TC pero, tengo dudas del origen del cobro de la TC Mastercard. ¿Cual es el origen de la compra de los $80.389? si me lo puedes aclarar con la info histórica. Saludos y gracias.	8	7
EStimada Cherie:  Junto con saludarla, le escribo porque sé que usted es mi nueva ejecutiva.  Le pido ayuda porque mi tarjeta de crédito tiene un cobro que yo no hice, desde entonces la bloquearon y no me han devuelto el cobro. Debiera operar mi seguro de fraudes.  Además nadie me avisó que la habían bloqueado por este motivo.  saludos cordiales, Josefina Lagos	8	2
Security pesos, consulta pague con mi tarjeta sobre un millon de pesos pero solo tengo 24516 security pesos...esto esta bien?	8	11
En el mes de junio di de baja un PAT, el cual a la fecha aun se sigue cargando a la tarjeta de crédito. Realice una eclamo formal a través de mi ejecutiva y el airea de reclamos me manifestó que tenían hasta el 15 de octubre para dar respuesta. Sin embargo, hoy 22 de octubre no he tenido ninguna noticia ni menos solución al cobro improcedente que se realiza desde hace ya varios meses, generando en mi estado de cuenta un perjuicio, ya que al no poder pagar se generan intereses. Solicito favor dar	8	4
Señores Banco Security: Me encuentro de vacaciones en Egipto y hoy recibí una llamada por Whats App desde mi casa en Santiago para informarme que había una operación de mi tarjeta Master One Black aquí en Egipto. En efecto, hoy intenté pagar un hotel y la operación fue rechazada al igual que la de mi esposa (tarjeta adicional). La semana pasada di aviso al Banco vía Banca Telefónica para dejar mi tarjeta y la de mi esposa en estado VIP, pero parece que no resultó. En consecuencia, les reitero mi	8	13
Hola Pamela.            Junto con saludar, me gustaría saber si es que ya están disponibles las tarjetas que acordamos hace un par de semanas.     si es que están listas es posible que la maripi las retire ya que por motivos de trabajo no puedo ir al banco hoy.     te comento a el viernes nos vamos de viaje por lo cual necesito que mis tarjetas estén activadas par el extranjero.          esperando te encuentres bien.     atte. Ignacio Ureta       saludos   	8	6
Estimada Ma. Victoria,   Podras por favor explicar por que se me carga 2,89% a un product en 3 cuotas que tengo con Youtopia? (YOUTOPIA TASA INT. 2,89% ).  Averigue en Youtopia y me aseguran de que ellos no estan cobrando este 2,89%, sino que es mi banco el que me esta cargando este porcentaje.   Gracias por tu aclaracion,  Gloria 	8	11
Por favor revisar esta compra en cuotas había promoción grandes tiendas en 6 cuotas precio contado y me están cobrando interés  20/07/18 6 cuotas paris plaza norte monto 116.940 con interes 124.290	8	12
Hola, escribo pq tengo dos dudas: 1. Canjee los puntos security para pagar un hotel, hice a través de la pagina de travel security, en el destino me cobraron un poco más por el impuesto, igual se me reembolsará el monto canjeado? o debo pedir la diferencia  que es menor? Cuanto tiempo demoran en devolver la plata de los puntos.  2.- Si no me equivoco antes del canje tenía app. 540.000 puntos security y ocupe app. 160.000 y ahora me aparece una cuenta de 240.750, por lo que no me calza, podrás ex	8	11
Envié un mensaje de xq me habíuan quitado 1.000.000 aprox de security puntos,,,, ahoro me meto a  los puntos y me aparece que canjee Canjeados durante el período: 477.756...  NO he canjeado nada!!!!!  Please explicación	8	11
Hola Grace. Te escribo porque en mi estado de cuenta en pesos de la tsrjets de crédito aparece un cobro el dia 14 de abril por 189 mil pesos que yo nunca hice. Que tengo que hacer ahora? Tu activas el seguro de fraude? Tienes más información scerca de esa transaccion? Con el seguro se elimina el cobro, cuando? Quedo atenta, Cynthia Silva	8	7
Estimada romina  Te escribo porque tengo un problema con los puntos de la tarjeta mastercard one. Yo tenia aprox 600.000 mil punto y me meto al banco y ahora me aparece que tengo 266.000 puntos disponibles para canjear. Me parece muy extraño ya que los puntos duran 4 años segun lo que recuerd y yo no los he utilizado.  Me podrian enviar una cartola de los puntos. y me gustaria saber como solucionar este inconveninente y poder recuperar los mas de 240.000 que desaparecieron.  atento  rafael	8	11
Hoy al revisar mi estado de cuenta de la tarjeta me di cuenta que tengo 2 cargos, uno por mantencion mensual, cobro que a mi no me se menciono cuando tome los productos y segundo un cobro por un seguro que me informaron que antes de empezar a cobrarlo, me iba a llegar la posiza, situacion que no he recibido, por lo tanto exijo una explicacion y no quiero ningun servicio asociado a la tarjeta, espero pronta respuesta, gracias.	8	7
Hola Marcela, me aparece  una compra en Estocolmo en USD?  11-May-2018  Spotify P05EEF6CE2 COMPRAS INT.MA  Stockholm S  0,00  5,63 	8	7
Estimada Caroline. El 3 de julio realicé el pago de mi tarjeta de crédito correspondiente a la cuota total del mes. Y hoy me doy cuenta que el 4 de julio se hizo un pago automático a la tarjeta de crédito por el monto mínimo. Necesito que realicen regresión del pago automático ya que yo no autoricé ese pago y pagué el mes completo el 3 de julio. Espero tu respuesta  Saludos y gracias 	8	14
carolina, aun estoy a la espera de la respuestas por mis puntos security descontandos arbitrariamente, sin aviso y no corresponde a la definición puesto que ocupo habitualmente mi tarjeta de crédito y mi tarjeta de débito.  	8	11
estimadas estoy hace semanas esperando reimpresión de plástico de mi tarjeta y nada, la necesito para completar plan y que me puedan reversar cobro comisión 	8	6
Hola:  tengo 2 consultas respecto de mi tarjeta de credito. 1.- aparece que existe el beneficio Prority Pass pero trate de usarlo y me dicen que no esta vigente,  2.- No me aparece ningun "Security Pesos" y hasta donde me acuerdo he ido acumulando sin usarlos.   Saludos  ALonso 	8	11
Buenas tardes Patricia; espero que se encuentre muy bien al recibir mi correo, le escribo primero que todo para saludarla y segundo para consultar por un servicio que contraté por la página de viajes security. Al hablar con un ejecutivo de la pagina ( en forma telefónica), me comunicó que puedo hacer uso de los security pesos para pago de hospedaje en hoteles en países extranjeros. Le comento que me alojé en Punta cana, Y pagué con mi tarjeta master card ( black), con la finalidad de utilizar mi	8	12
